ID,Group,Feature_1,Feature_2,Feature_3
ID872,A,2305.9105688619147,408.0069581255321,4871.819649924413
ID622,B,2274.430457335614,401.42960907766525,4529.439502632545
ID609,B,2663.6909337575526,378.58390196295727,5316.79874623695
ID413,C,2487.477910236907,418.0129432921614,-2092.3656346258754
ID618,B,2311.7741673644155,393.69509482253,4620.827126690876
ID152,A,2300.982947109207,434.9183812794618,4740.778640775711
ID507,C,2900.6295519244827,389.4065455480365,-2522.9907918226318
ID830,B,2450.395796441044,376.87945877456326,4897.9095003542325
ID519,C,2460.2650250393554,374.30127540206223,-2091.65006759792
ID171,C,2373.04894036142,432.18929638234994,-1920.6725735793714
ID545,B,2237.9641691800134,369.3761121296909,4451.236319460655
ID379,A,2518.3689931960034,423.0802255227438,5433.474738731929
ID335,C,3106.2622389450007,393.55276616203685,-2706.12800472974
ID176,B,2853.2139134756676,369.8776251357396,5695.855685660247
ID805,C,2613.66485620362,388.0384982525686,-2222.699723459955
ID020,C,2105.6480054725253,381.96637280300246,-1724.1927788986038
ID862,C,2216.245623432079,398.12972082459453,-1804.7166076797607
ID561,B,2655.8393459324834,375.72059443094184,5323.385693760821
ID405,C,2421.8700425540233,413.9694771435938,-2034.5631872652173
ID383,C,2611.6292270996755,403.72174449140044,-2199.555287403355
ID718,B,2198.3168161775234,421.273984648739,4400.3120005985065
ID500,A,1609.9027817174274,389.5653112922718,2867.4321706248397
ID540,B,2321.162063634436,389.15717257762907,4631.405693556149
ID887,C,2532.8173728127763,409.40974901464466,-2139.9942878999946
ID566,C,2304.8944637598274,399.05360451822753,-1922.8893893991494
ID000,B,2420.9464685501584,381.48153078289437,4854.477531316431
ID704,B,2055.009435291006,414.66209322673586,4099.063538376806
ID274,C,2987.2830501603457,413.53001776463805,-2579.9557852589187
ID372,B,2078.138977810405,407.8225096967042,4153.8463537788075
ID677,B,2354.16303677843,402.0882803480473,4699.193260505037
ID184,C,2897.72744093589,374.8043259868175,-2508.450044073331
ID967,C,2398.2977032931185,409.177020715126,-1984.711592346855
ID165,B,3013.0599112928066,360.3665737104867,6024.814630669097
ID765,C,2608.2547350594277,399.91804461250234,-2196.1995988101226
ID686,C,2703.3395958700057,394.50660846099584,-2313.0145302819196
ID113,A,2638.537209368666,403.9696569005542,5911.603485613483
ID001,A,1930.793545934771,421.4237171087973,3682.756988881629
ID853,A,2471.4160373455416,419.9244980016315,5314.308429680846
ID117,A,2460.0542188908107,388.83226468336153,5436.369391977897
ID970,A,2369.4303273741434,386.67860788050365,5184.82712362756
ID747,A,2667.964642391524,402.06911153552534,5980.509732443564
ID892,C,2114.6597536042445,400.04040656025256,-1716.799782869611
ID996,C,1938.6771348265047,409.26451255779557,-1535.4698482369429
ID611,C,2314.7765037966437,414.27210392341624,-1887.81421735056
ID731,A,1883.2383136333046,425.3655770621254,3525.72574759162
ID912,C,2304.612851174219,405.7146291617664,-1912.8326290339023
ID511,B,2939.6961478930375,386.58058686824353,5894.372052777905
ID848,A,2295.287046064474,386.77793188310665,4955.971359900132
ID672,C,2446.5666007440873,392.73914272144987,-2038.091335020221
ID843,A,2964.555552925819,430.38384355967554,6754.655443337388
ID183,B,2910.450561438821,412.7370662364358,5829.542169621362
ID864,C,2120.4639924940816,422.12464336485795,-1702.059934838159
ID223,B,2654.5662520347173,412.6219887332725,5321.770187633018
ID141,C,2205.121892052688,367.22567779928204,-1844.710643277464
ID421,B,3022.4077161575956,413.09864883027103,6013.818390215811
ID414,A,2554.789365846128,396.24008646368,5690.340700342657
ID560,B,2328.1030881839242,402.75182578638106,4657.248649824692
ID957,B,2851.175231414295,391.4183762363337,5703.434113794144
ID289,A,2396.441653900903,389.91307722503825,5237.321212516398
ID308,C,2599.8818979943417,385.1944471034448,-2222.107258755942
ID497,C,2187.2619897157,414.1717073016552,-1781.351077878581
ID508,B,2239.2008518001758,386.3954381598054,4469.707798920948
ID754,A,2083.021662094253,380.8006182402068,4339.814797456785
ID002,C,2370.791602532577,391.8005657266491,-1971.5311457863581
ID156,B,2647.691598318031,415.09169366618954,5291.404373136064
ID036,C,2232.3433495083077,405.59891649843667,-1831.7279235604321
ID744,C,2206.8171457147164,375.2288244643261,-1827.5254826039409
ID684,C,2274.515834336896,372.6180185744864,-1899.5384519255292
ID827,B,2496.2234550810954,411.39230880927124,4997.324837380909
ID182,B,2854.8837524941555,371.09451840751626,5682.786575303525
ID496,C,3359.722607585931,416.39628574228,-2981.717876256366
ID484,A,2947.3767933467952,407.51700853567104,6804.588928235459
ID603,A,2820.0471505985156,392.196802452667,6505.894583532101
ID277,C,2410.35191157441,378.0144902572396,-2027.3616265192595
ID625,A,2277.244873943515,389.48600213953387,4871.616438700626
ID824,A,1844.626145266062,413.22292190373383,3441.1537065055877
ID616,A,2640.1879183099654,425.8511898833675,5782.008291413733
ID295,A,2453.08855630847,389.34098157066484,5420.794178284657
ID285,B,2526.997848018807,390.18891888884434,5060.957330811147
ID160,C,2526.963163892911,382.8141454305207,-2144.824029977701
ID688,B,2159.284861497984,380.41077130163626,4306.87552375894
ID009,B,2618.9090727795674,398.8459217203066,5249.978925634607
ID033,C,2525.3269897768537,426.19220189218265,-2111.705957881091
ID495,A,2420.592000454417,419.20319988948495,5171.28985454272
ID503,B,2813.212381963658,388.48643095104245,5628.998922266721
ID444,B,2761.2312801897774,392.520414228201,5516.985188153217
ID728,A,2628.478468400687,433.6170380523585,5723.019957001441
ID311,B,2419.2815138114497,375.2287926820197,4838.916272393848
ID267,A,2242.7307818683926,400.8542070844322,4736.226920128094
ID212,C,1910.7840324373976,409.10975833273875,-1486.3283764529663
ID906,A,3087.0564530984702,403.1656231803802,7248.245497181657
ID368,A,2630.684070561071,376.5562253243998,6000.8875328888635
ID720,B,2779.7927774290592,395.8069709037359,5547.930837275881
ID076,C,2335.89775868475,411.60019492306395,-1934.4329711226997
ID836,C,2335.962886331239,412.8871881176646,-1926.0045833594847
ID300,A,2196.2549736057595,399.1872563757908,4589.757102199778
ID044,B,2162.646288921953,412.2281464786756,4306.813022275235
ID275,B,2466.587516379825,405.82418123138876,4930.528004046654
ID120,A,2153.309276498734,393.36804294022465,4471.654526628286
ID738,C,2630.3013164493423,397.4520244280127,-2253.5181645996604
ID679,A,2839.625128324321,408.05581014785537,6469.101324132121
ID178,B,2277.836343560009,392.92675488941836,4566.36204723321
ID961,A,2676.775695739858,394.8830486325547,6066.451183168788
ID035,C,2124.9569843299564,433.35201121065063,-1685.608096258105
ID173,C,2562.138131976522,400.00177452155475,-2153.311638427046
ID242,B,2178.1016105562785,390.580464239727,4364.938480065876
ID052,C,2824.2180172105873,379.84798368042857,-2454.325509525133
ID257,A,3021.5810450852746,410.7024424690045,7023.223880154096
ID786,B,2642.167143763379,410.12271391571846,5303.140088548709
ID727,A,2760.125366163081,425.0965714628572,6181.615057956876
ID483,B,2637.139637505776,392.67460342496213,5274.21427578849
ID148,C,1917.8597223013685,394.5290076794204,-1516.7967806664815
ID062,C,2510.9265054034695,406.04723650843795,-2098.3413404513326
ID977,C,2316.295219372833,402.7637466406868,-1914.0803780255342
ID022,C,2341.418348241722,424.14778602956363,-1902.7762683385738
ID476,A,3246.6548163585676,426.2913693810344,7614.31253076985
ID647,B,2583.082366935795,410.51306638588096,5162.809111009196
ID441,A,2482.1566273110884,361.3177100493722,5621.685706470753
ID481,B,1855.2369927001778,378.79412178274254,3704.093041297056
ID939,A,2258.065397882764,417.0052674076449,4676.420956656406
ID544,B,2581.0003175890165,386.9745293970479,5149.751436830853
ID252,C,3115.3426731554555,445.05591714066054,-2675.0623998102924
ID604,A,2565.078143872691,395.14536687348357,5715.643136481495
ID828,A,2254.8860578195577,389.9461038760687,4814.249899964377
ID795,C,2192.5295998618476,415.60432368088317,-1774.080892952766
ID309,C,1985.9411435285888,427.6270087774605,-1558.3965399410035
ID363,A,2175.7408431718895,409.95520590949957,4465.874314845082
ID520,A,2369.972092357365,411.9043543482457,5043.582161187957
ID788,C,2589.7765059062785,408.4024320181621,-2186.209299576731
ID776,B,1807.8687569630683,414.2772853024813,3601.1164816309292
ID974,C,2253.929157510119,389.60836784051725,-1872.5403559007373
ID588,B,1950.0547415448264,411.4142314563385,3913.5558625288772
ID531,C,2576.283201893495,398.8199739634968,-2175.734377480734
ID100,B,2178.4094786424025,381.6587669038223,4356.189539197244
ID905,A,2809.73122159784,389.1088406535933,6473.893251193739
ID026,A,3045.511001439196,416.73711795458337,7068.65391258365
ID690,A,2498.169612684057,393.9441306462418,5530.054578480792
ID060,C,2197.4015876361846,409.6099712353827,-1776.7636700078533
ID133,A,2219.131945826235,374.34044943955445,4784.499544188935
ID863,A,2732.1744699691067,384.4782876115099,6263.691897104402
ID489,C,2484.130411404956,410.64506793219584,-2049.098628975746
ID510,C,2351.1587124643834,392.930443047489,-1964.4674873515612
ID583,C,2729.976203600217,387.57630115040405,-2344.615074927079
ID860,C,2471.1557006319795,389.22767052224094,-2095.5213299223956
ID292,A,2668.086967971783,400.00881341302795,5998.393058278207
ID893,A,2881.5989792556156,421.55401901208927,6535.448540233874
ID938,C,2338.559610636027,399.80985106994603,-1945.3458321224236
ID200,A,2605.519621360731,399.1080274573867,5820.702830915796
ID408,A,2399.4437351068295,413.4368614129795,5101.215194653996
ID172,B,2530.13261021292,394.27298177848877,5067.4926665970415
ID670,B,2444.6901910894353,408.3321933643536,4885.3726192958375
ID657,B,2710.441216192781,391.7647484879254,5420.082015478983
ID032,A,2362.879472065005,380.45599156348044,5190.733500284658
ID693,C,2427.928936149314,397.8598907559781,-2028.23440173439
ID598,C,2506.3766242565275,394.79318736613146,-2104.123327970322
ID551,C,2339.3940070707476,408.55782936768594,-1910.683285393844
ID471,A,2183.4042004358134,402.78585428644215,4534.6478140716445
ID344,B,2473.06688100751,400.3230634176621,4933.298838874971
ID929,B,2784.0793006885447,399.67238943934524,5566.808498152683
ID380,A,2293.421205943613,398.1902505321474,4877.7799901776
ID341,B,2731.224783501214,405.37009651655694,5445.322935302648
ID307,B,1763.6585049016312,385.8363449670005,3523.6781058204147
ID090,C,2153.38059324697,407.48571348721646,-1753.1443451475159
ID207,B,2765.7946179873943,406.40633973425383,5518.008790906807
ID348,A,2232.0931888488954,371.5563329691832,4842.605903368062
ID779,B,2329.5525527438826,387.3815244787271,4656.730911663269
ID758,C,2672.533146976098,425.68287366708097,-2241.8108700789485
ID764,A,2513.097946265389,404.3374006478389,5504.583912634
ID017,C,2690.122079628311,415.60017874867447,-2250.6874651686207
ID435,B,2421.324064035857,423.87157992622747,4856.588860852094
ID839,A,2659.22930578453,406.09860570698265,5949.508749403264
ID013,A,2321.034880608883,397.22411517355016,4990.607288190834
ID607,A,3061.2811230760735,391.9647909146599,7231.180270353769
ID964,A,2025.5153067605806,410.09242826808037,4033.828429121663
ID734,B,2333.1640526471465,409.9450784271739,4657.352864809172
ID063,A,2441.2007248220752,388.8815007210443,5382.772410362279
ID297,C,2083.056735809956,395.85296609362365,-1689.2225007435782
ID973,A,2832.0855899447215,372.97760944807254,6647.639338948837
ID608,C,2123.305363768519,387.66075648417586,-1730.6167428141844
ID943,C,2464.9252678068783,399.3695228085889,-2058.3689928832673
ID420,A,2582.7911171446594,418.4838489498621,5660.347589128367
ID695,A,2336.517913921826,392.4856927413619,5028.373078094524
ID234,B,2293.3750510750137,387.0083439084005,4586.395614062516
ID696,B,2412.219835866934,401.4434831393836,4814.315826443063
ID725,C,2225.4271178778736,398.6015629023286,-1852.0706301193402
ID198,A,2629.8132180664657,395.720002525,5901.554828546021
ID343,A,1991.7594823180693,390.0402343737003,4028.7300803893017
ID012,C,2749.2575301353204,392.02412711862314,-2351.2019965427407
ID924,C,2902.9780337374214,393.6586477211518,-2503.1731609487374
ID367,A,2651.566260992561,402.68422293944786,5943.485163531955
ID394,B,2449.6429584564316,432.55767069532857,4911.349914926224
ID907,C,2526.883388496644,422.0115663411054,-2101.6278716778834
ID213,A,2347.2745354132508,400.9584356466033,5042.079934372285
ID220,C,2819.909619663641,402.7660291591236,-2422.125465933652
ID817,B,2279.4565510112484,421.8589016578485,4565.126669375264
ID072,A,2508.6061858238104,403.0397621864872,5491.389085637302
ID217,A,2325.7168417856883,398.0933028413343,4989.058065526027
ID034,A,2455.939391930102,392.16099248737885,5397.118843950863
ID601,C,2019.4375492260608,385.8505469598852,-1617.6352592766414
ID473,C,2384.6531338372406,407.5406044418733,-1953.731588077937
ID699,B,2504.919808265683,389.8262185010977,5010.149198305116
ID900,C,2281.0487358404134,399.2580508712741,-1859.4505937943989
ID597,C,2278.336801273256,403.91468714905506,-1903.9656001468472
ID221,B,2709.9739253309413,404.1697524444914,5440.947012619238
ID768,A,2516.0834134501233,422.4876212501884,5448.116723139666
ID094,C,2545.6890250994616,409.3950298484333,-2136.48708447181
ID685,C,2317.260964725134,416.6941393351844,-1903.1836078414406
ID865,B,2291.8106921538483,389.5557914449612,4593.859848145805
ID226,B,2762.236151064232,426.6625478688626,5535.957736481035
ID149,B,3039.9096269136776,411.24238755789,6082.899470045571
ID162,B,3036.280199050823,402.5347246558287,6083.368063964888
ID762,B,2479.7372217180487,405.0924840370547,4962.07125986236
ID750,C,2455.702789579699,390.95547971751836,-2080.4366773867205
ID541,B,2720.9522581073993,398.5815190142944,5454.791604086293
ID426,B,1892.55060669205,405.2585906780676,3785.3089921466826
ID775,A,2380.68228432803,379.4903223659337,5254.157482667047
ID332,C,2758.660188962871,412.02594772775814,-2343.576719678785
ID971,A,2665.266534622315,387.7403131172766,6072.2533041500965
ID502,A,2444.799050399171,384.29772586895183,5401.084410059399
ID167,C,2528.0829513447216,409.1926103107828,-2101.6534020797935
ID825,C,2355.3840130095286,394.9569512033709,-1927.0725476756086
ID945,C,2350.0799094460444,386.3759893509754,-1939.6220710367998
ID245,C,2312.7363905101424,405.06868507191035,-1905.6222548830824
ID231,C,2849.9700567226014,408.3645838179861,-2433.1811568641033
ID876,C,2694.719510999547,404.32626878830763,-2283.1518455669925
ID553,A,3053.3640929232556,375.4626580099639,7284.460289358313
ID711,B,2285.6013734265407,360.6309661549335,4576.849843978836
ID732,A,2614.2216598311043,415.31850743965197,5742.514249259745
ID655,B,2879.182004119307,407.44258243699477,5754.404044884385
ID278,B,2177.8082543464857,395.1835560503885,4359.317673819587
ID813,B,3085.2232008611327,426.5586645766362,6190.620909578904
ID936,C,2505.101816460205,397.3772642825378,-2104.131976567195
ID602,B,2867.922989393915,414.51866432366944,5740.00116481151
ID564,A,1916.563513859588,419.7579744444424,3637.543301572818
ID265,C,2620.2674057212466,404.92698503327426,-2221.8044467378
ID403,B,2716.8316693585284,383.0303443178089,5417.231307672042
ID325,C,2807.8833679643535,416.6454844151825,-2401.7266715689907
ID438,B,2729.1550473565617,402.5308071454074,5477.952286094205
ID908,B,2668.187040836217,403.15236971771634,5357.705291590384
ID675,A,2161.085597079709,395.10697601061327,4505.104106528942
ID920,A,2232.008653737392,422.64051234688793,4562.519931216835
ID436,C,2360.6507614397883,395.1569581619283,-1982.1833426458381
ID299,B,2222.5053111595626,397.3812141483113,4455.375363903359
ID663,A,2432.103054973025,429.53367723932735,5141.059553975306
ID434,C,2390.7068061617315,413.47284239398346,-1987.2723308770508
ID320,C,2220.477303448253,411.9979296621638,-1811.1390406777184
ID455,B,2275.861497370448,408.75352988784186,4552.091921651193
ID949,A,2933.3721081408576,402.45203345654926,6777.546823831414
ID590,A,2691.552509986876,399.0429924944857,6093.542058639125
ID634,B,2494.047583733163,384.0188207475062,5005.826066359886
ID979,B,2279.422231176538,399.0122732743319,4584.9246660762
ID282,A,2482.0334145775605,377.91789591639144,5548.699173536085
ID259,C,2770.801618094449,403.1827499552796,-2392.6455762802957
ID933,B,2590.5667609758425,371.37674237602903,5186.466448201042
ID919,B,2847.7718709982682,408.86715962758814,5702.673078553946
ID493,C,3259.0955200003605,380.01731478704,-2876.5415531056847
ID844,B,2845.6874179238184,399.97873799615195,5716.357620573359
ID802,C,2581.955193992677,410.66447415468923,-2190.116618991417
ID006,C,2343.8319051664357,383.39384587732536,-1959.8714916016227
ID966,C,2548.751487783514,390.3231672996867,-2162.5041911988733
ID205,A,2312.4352972963984,403.37107716369275,4930.051756705783
ID374,C,3024.4133036670482,403.05697543239296,-2615.113804822425
ID743,A,2631.544008082507,415.8304583887626,5803.115928164494
ID767,A,1886.42780586876,393.64053778049396,3695.8383094052087
ID621,A,2835.345695936432,387.9021839114156,6587.284348085938
ID576,A,2393.8636234986316,416.9804751442988,5111.543057976665
ID572,B,2895.587505839289,414.7244470462768,5777.899466130346
ID889,A,2756.4904274944706,415.40702854680706,6193.659987959549
ID516,C,2861.0295418394744,401.7609845070836,-2468.5086576049043
ID042,A,2579.9560112682334,416.6415097999009,5661.477178574142
ID757,B,2983.350777684548,356.37799842205663,5970.267654139064
ID228,C,2509.6351227142477,417.9893221349526,-2094.315424731427
ID125,B,2385.18255904051,384.1227816608662,4767.252136776286
ID826,A,2516.486064566178,410.1479242497459,5504.938320110886
ID748,C,2159.6054158908983,406.08102478216944,-1758.9407151734279
ID547,C,2624.9650503218336,383.72274814291154,-2221.556489170818
ID077,C,2400.6454111846388,396.9835531073858,-2001.1613953410124
ID021,B,2125.0015644987866,381.5507301725649,4227.859421130005
ID580,B,2257.76991921881,379.7326498551744,4497.784696135688
ID994,C,2556.2346558029535,390.5572061681868,-2179.4617717821816
ID069,A,2985.683559279025,387.0579740212962,7024.822293108948
ID369,B,2391.3421225174557,402.20452111813773,4751.957780725123
ID999,B,2850.6633368653793,399.3343515613921,5714.5523388356405
ID425,C,2471.88475643129,409.65885400747305,-2051.6853903178476
ID219,A,2799.809828227992,384.4525178197825,6466.646440468905
ID577,A,2435.7558762313006,393.57217283056707,5351.826993179299
ID707,C,3031.48521617406,389.64764176084543,-2634.753136672777
ID983,C,2238.904085485132,388.72280431990896,-1852.4205822188028
ID253,A,2778.314368281916,401.38994554061713,6314.4369795961375
ID281,A,2631.6614374527676,399.5822853758618,5905.453134485535
ID627,A,2392.6283952715776,416.3528166770721,5093.812413549834
ID462,B,2629.123327875103,404.85364919403446,5254.293719923093
ID485,C,2330.6841654617147,405.9314310671153,-1926.2554372048592
ID011,A,2082.427244768602,428.7010693943027,4088.183266663998
ID798,A,2752.1385271940685,414.33221974188064,6190.070058673053
ID737,A,2554.8329309630135,415.42211113849334,5575.961589368879
ID899,A,2537.8980974116744,437.51573395935964,5411.648608526951
ID582,C,2463.800560829778,410.44898231531636,-2074.5758672599727
ID302,C,2509.9629835519445,405.51397934364127,-2084.58173187644
ID559,C,2176.463772939043,422.4428207136535,-1749.9207732352602
ID248,C,3084.1324727945025,403.0939829230083,-2680.627967019206
ID910,C,2913.2836093112146,380.14583437550357,-2540.0914420899508
ID075,C,2723.4120490330847,428.26921406863477,-2294.481734391996
ID517,C,2762.227452918502,425.7469420758472,-2336.963926585644
ID470,A,2083.9124758457524,414.40067342202104,4197.064635794474
ID463,A,2362.6321492099287,398.4805532073574,5094.354377430233
ID375,A,2132.892688956949,398.6162811317752,4420.012774833577
ID208,A,3151.478644097107,404.81868490325553,7438.006474365134
ID418,B,2860.57387363399,415.40821870225625,5732.902756960356
ID038,B,2484.4850427784713,424.3273279828067,4959.590841683845
ID050,A,2425.81860113494,411.621351024031,5221.060819615153
ID187,B,2521.1360438619713,400.5001858328119,5042.402090207331
ID797,C,2451.4396900334073,412.4889885538277,-2042.4039544704901
ID191,B,2594.05678871985,423.9502799534871,5175.734609017242
ID154,A,2456.8789475867397,400.0240189353538,5380.643680178756
ID396,B,2807.4024957584197,400.4064127547127,5612.138913242501
ID791,C,2949.7689094976195,415.15959460662833,-2530.2745847419337
ID273,B,3097.501884863863,401.34074365129976,6204.1753138798795
ID926,C,2992.6616772496545,432.4639906503274,-2571.6310720028373
ID074,B,2037.6708910516622,387.26381020483257,4081.982639187743
ID793,B,2307.2817749244,443.36496665285244,4624.686655398306
ID482,B,2956.9544988253792,376.81476491555856,5893.403624398682
ID691,B,2355.1555627006956,412.4143229231325,4719.528053406578
ID513,B,2750.2615465529057,408.2477887576746,5498.713188975085
ID084,C,2481.3647926325066,395.7051840869455,-2062.7248562798873
ID110,B,2601.868014628743,403.28437306086806,5212.951966818467
ID821,A,2641.5642586813215,425.04667689421603,5799.292252401302
ID494,A,2479.0283817882296,418.6549526285445,5335.689618911628
ID122,B,2499.153759692155,403.4548045821981,4987.809008880162
ID594,A,3086.2276850171693,400.10151093333775,7248.243305534506
ID140,B,2468.3436673602623,404.9210636606151,4930.806450141741
ID196,C,2620.483043797012,377.26570399877755,-2238.4600882362047
ID771,A,2705.327084258697,406.7550671748385,6087.599128096247
ID702,A,2141.9187209117317,408.81357749861047,4371.490687515611
ID305,C,2140.6880019624596,392.7775917524616,-1763.1759251676463
ID810,C,2768.308720376214,394.8104333001847,-2363.2756688436593
ID956,C,2752.9997903761778,413.96247325181974,-2344.4853788079336
ID260,C,2366.9639144153357,398.3104069782122,-1962.075747497301
ID840,C,2417.395923393341,401.2844498831246,-2027.4573906316953
ID658,C,1916.5314341629446,413.7854793559115,-1508.7808521629404
ID486,B,2347.900770825701,395.9663387993399,4697.616715438666
ID433,C,1984.9042441532197,385.60657005500985,-1597.7460709542977
ID331,B,3070.4758698837254,417.40804676830146,6142.166651354944
ID515,A,2417.5954629607436,386.5799024936441,5311.215766677244
ID089,A,3004.3197983025107,409.3651847714546,6970.037823285548
ID098,C,2194.616242989404,388.153503584323,-1812.5105664028238
ID262,C,2961.529139597483,371.24388387193653,-2620.475840739422
ID318,B,2397.971776714218,416.87524658003247,4800.063794926115
ID666,C,2488.024972106984,413.92335881790007,-2068.34383113519
ID240,C,2427.010216986864,396.7697814029201,-2048.7788403903
ID735,A,2400.9033265589946,426.75428928346105,5080.417017276892
ID353,A,2349.280033462144,394.84384752353185,5106.53254023126
ID640,A,2856.6456221972016,381.0247717916283,6681.555873662183
ID310,A,2509.461992278836,396.49252860275493,5556.134313508627
ID334,B,2122.8869789428004,395.8489282765859,4221.73735577282
ID998,B,3149.7955690247622,392.68532033763097,6319.187526060503
ID676,C,2697.2305877293797,413.1485078677339,-2282.3599190430336
ID345,C,2960.9118816598757,405.34250842381056,-2556.8152501117547
ID023,B,2340.441058568369,395.74065910801704,4690.319959536765
ID365,A,2708.2373069666974,389.7978818466684,6189.738698376808
ID992,B,2114.4792389744684,414.8726475919135,4233.0237202556855
ID340,A,1994.0594484466992,402.17405634942423,3964.6840496830996
ID402,B,2652.058984442507,425.2540932242651,5314.838311999045
ID202,A,2950.392209780334,425.9995935208457,6711.989263378227
ID799,A,2245.3738517557235,390.2616943027536,4809.083503069298
ID460,A,2772.104853911003,423.74829555973326,6185.455028945482
ID651,A,2730.007656425797,404.40917268797904,6161.26409898805
ID882,C,2504.4026210135867,396.7500175986727,-2099.6488458337717
ID280,A,2562.3292831102667,406.71514835081496,5636.100785360095
ID088,B,2012.8744789633338,403.1864324342075,4039.853547341984
ID922,B,2405.244983870116,403.9934529603944,4796.612249595741
ID772,A,2167.8810508944825,386.1564072126113,4569.909035832001
ID568,C,2477.711246842186,392.4295325975324,-2082.6097087742396
ID384,A,1569.4899620674018,414.0321130379921,2643.7182719084794
ID276,B,2853.109096874597,396.8403730978,5720.305914812968
ID823,A,2286.361777305138,387.39743067816386,4943.710003690449
ID138,B,2260.2395704892538,419.7304924551271,4531.712650837924
ID361,A,2150.814253059386,404.45205154806916,4433.726920422058
ID773,B,2324.816225000819,388.0818417975487,4631.803169954953
ID315,C,2570.6907290267172,392.44025489885047,-2168.0018083929745
ID878,A,2396.4348720460275,412.41001717192466,5132.783514379557
ID694,C,2860.7744338116718,378.7599001075551,-2466.6171417978626
ID701,B,2017.5956133662442,417.48078786308525,4032.528655306838
ID166,A,2588.3685700044716,384.11653938837816,5817.514597135706
ID492,C,2846.6828660538795,400.64995790388235,-2437.551417569401
ID467,B,2486.8088697853186,412.19849001764265,4971.292777282826
ID096,B,2905.5323646201223,376.94127783779845,5814.215399526409
ID630,C,2490.1940074977756,404.84887702005983,-2078.1791940773423
ID595,B,2864.0181832356466,415.3860378844591,5735.930010620491
ID203,A,2614.604352460311,383.7610297423205,5911.346353310311
ID814,A,3337.6142620491546,372.3277477386427,8165.264588905838
ID430,B,2531.3219562008276,400.0149368013569,5055.910178671048
ID241,B,2717.528337050151,426.4453278116083,5418.814379798351
ID661,A,2589.1702709968213,376.8183992397411,5886.262427867878
ID904,B,2682.036882185395,391.5853291836088,5352.797659684574
ID268,C,2467.235379617577,395.0934275544293,-2058.9824094850387
ID833,A,2708.45782490082,432.9758306038043,5970.503685166593
ID980,A,2692.70479185574,393.3194573690525,6112.755450067269
ID104,C,2933.0439485207985,394.18223144891414,-2549.428222311852
ID459,B,2185.456115111277,429.3014126073335,4371.632359858624
ID629,C,2177.443187879699,398.9174902327531,-1774.7184855939627
ID364,A,2587.515668500185,407.237857371386,5729.237741695394
ID916,C,2611.5538461460333,385.18130792633985,-2232.972951708939
ID739,A,2081.282648963877,411.87735031202607,4198.270295160102
ID928,C,2348.773705459043,413.0207028424557,-1930.6343190649998
ID490,C,2186.521965217509,389.3136674136809,-1786.7671503802087
ID404,B,1956.4176587416478,382.1216792478447,3916.776903546732
ID451,A,2481.5585462169734,430.57673625914464,5296.043341498088
ID918,A,2344.0811456226957,390.35799727475205,5072.231404453542
ID535,C,2224.329406362645,395.00634769258056,-1809.409012438161
ID801,A,2313.580957291232,418.87904301313637,4856.029827314268
ID015,B,2681.8192469292317,402.85018661873914,5378.93055017994
